Esemble Gene ID,RP3V,ARC Log2>7,Gene Name
ENSMUSG00000021242,9.68,10.52,Npc2
ENSMUSG00000015094,7.97,11.41,Npdc1
ENSMUSG00000001441,6.38,7.14,Npepps
ENSMUSG00000057113,10.26,12.52,Npm1
ENSMUSG00000028469,4.84,7.62,Npr2
ENSMUSG00000022206,0,10.56,Npr3
ENSMUSG00000010057,4.59,9.97,Nprl2
ENSMUSG00000032336,10.47,12.21,Nptn
ENSMUSG00000022421,7.92,9.64,Nptxr
ENSMUSG00000036437,3.62,10.39,Npy1r
ENSMUSG00000044014,3.07,7.51,Npy5r
ENSMUSG00000026826,0,10.24,Nr4a2
ENSMUSG00000026398,0,10.78,Nr5a2
ENSMUSG00000029148,6.31,8.35,Nrbp1
ENSMUSG00000053510,5.63,9.9,Nrd1
ENSMUSG00000048978,13.28,12.36,Nrsn1
ENSMUSG00000059361,12.53,11.76,Nrsn2
ENSMUSG00000024109,11.65,10.71,Nrxn1
ENSMUSG00000033768,8.35,8.2,Nrxn2
ENSMUSG00000066392,12.85,7.18,Nrxn3
ENSMUSG00000060739,9.13,9.29,Nsa2
ENSMUSG00000021488,5.2,7.38,Nsd1
ENSMUSG00000034187,7.89,10.27,Nsf
ENSMUSG00000027455,7.68,11.41,Nsfl1c
ENSMUSG00000029126,8.63,11.98,Nsg1
ENSMUSG00000020297,10.09,10.21,Nsg2
ENSMUSG00000030750,9.38,10.97,Nsmce1
ENSMUSG00000059586,5.41,9.46,Nsmce2
ENSMUSG00000070520,5.7,7.05,Nsmce3
ENSMUSG00000040331,9.73,11.5,Nsmce4a
ENSMUSG00000037958,5.69,10.01,Nsrp1
ENSMUSG00000021595,4.09,7.54,Nsun2
ENSMUSG00000020736,11.3,11.3,Nt5c
ENSMUSG00000025041,2.65,9.93,Nt5c2
ENSMUSG00000029780,8.5,10.53,Nt5c3
ENSMUSG00000017176,5.44,10.01,Nt5c3b
ENSMUSG00000071547,2.22,7.95,Nt5dc2
ENSMUSG00000032615,10.56,8.51,Nt5m
ENSMUSG00000022681,11.16,9.36,Ntan1
ENSMUSG00000059974,10.42,8.69,Ntm
ENSMUSG00000026857,7.15,11.08,Ntmt1
ENSMUSG00000055254,7.52,7.1,Ntrk2
ENSMUSG00000028954,6.16,8.67,Nub1
ENSMUSG00000022503,4.26,8.76,Nubp1
ENSMUSG00000039183,3.65,9.23,Nubp2
ENSMUSG00000030824,5.29,10.11,Nucb1
ENSMUSG00000030659,13.42,13.75,Nucb2
ENSMUSG00000026434,7.56,8.99,Nucks1
ENSMUSG00000028851,10.58,12.06,Nudc
ENSMUSG00000038736,4.8,7.56,Nudcd1
ENSMUSG00000020328,6.17,8.77,Nudcd2
ENSMUSG00000053838,4.37,7.32,Nudcd3
ENSMUSG00000073293,5.88,8.57,Nudt10
ENSMUSG00000073295,8.78,10.04,Nudt11
ENSMUSG00000032565,4.67,7.37,Nudt16
ENSMUSG00000022516,5.94,10.07,Nudt16l1
ENSMUSG00000045211,3.94,7.46,Nudt18
ENSMUSG00000034875,7.46,9.87,Nudt19
ENSMUSG00000031754,3.66,7.15,Nudt21
ENSMUSG00000024213,6.44,9.11,Nudt3
ENSMUSG00000025817,3.74,7.32,Nudt5
ENSMUSG00000029310,8.45,8.98,Nudt9
ENSMUSG00000026999,2.96,7.8,Nup35
ENSMUSG00000040034,5.4,7.34,Nup43
ENSMUSG00000016619,4.57,7.17,Nup50
ENSMUSG00000034826,6.04,7.01,Nup54
ENSMUSG00000020739,4.61,8.95,Nup85
ENSMUSG00000040667,6.87,10.95,Nup88
ENSMUSG00000023068,5.64,7.86,Nus1
ENSMUSG00000008450,10.46,10.81,Nutf2
ENSMUSG00000071497,7.58,7.81,Nutf2-ps1
ENSMUSG00000026516,3.1,7.01,Nvl
ENSMUSG00000010097,10.06,11.76,Nxf1
ENSMUSG00000042271,7.86,8.56,Nxt2
ENSMUSG00000040771,5.59,8.13,Oard1
ENSMUSG00000030934,6.82,8.78,Oat
ENSMUSG00000035242,12.09,12.66,Oaz1
ENSMUSG00000040652,7.32,10.69,Oaz2
ENSMUSG00000029152,8.73,13.31,Ociad1
ENSMUSG00000029153,10.23,9.64,Ociad2
ENSMUSG00000011179,8.54,7.8,Odc1
ENSMUSG00000006010,10.03,9.86,Odr4
ENSMUSG00000025220,10.09,9.22,Oga
ENSMUSG00000020456,6.1,10.32,Ogdh
ENSMUSG00000033009,4.66,7.02,Ogfod1
ENSMUSG00000025169,6.26,7.97,Ogfod3
ENSMUSG00000026158,8.15,9.89,Ogfrl1
ENSMUSG00000034160,9.56,9.82,Ogt
ENSMUSG00000027108,7.33,10.14,Ola1
ENSMUSG00000032172,3.15,13.14,Olfm2
ENSMUSG00000027965,8.61,9.31,Olfm3
ENSMUSG00000049612,6.95,12.54,Omg
ENSMUSG00000038084,3.21,7.17,Opa1
ENSMUSG00000025905,8.43,10.41,Oprk1
ENSMUSG00000027584,1.71,9.76,Oprl1
ENSMUSG00000026672,1.55,8.69,Optn
ENSMUSG00000040044,6.05,8.54,Orc3
ENSMUSG00000026761,8.56,11.86,Orc4
ENSMUSG00000031697,6.87,8.52,Orc6
ENSMUSG00000026097,6.73,8.17,Ormdl1
ENSMUSG00000038150,5.82,9.87,Ormdl3
ENSMUSG00000040462,6.65,8.58,Os9
ENSMUSG00000039050,3.07,9.57,Osbpl2
ENSMUSG00000029822,0,8.07,Osbpl3
ENSMUSG00000028559,6.09,7.26,Osbpl9
ENSMUSG00000042616,7.28,8.5,Oscp1
ENSMUSG00000035399,4.31,7.71,Oser1
ENSMUSG00000006289,3.67,9.84,Osgep
ENSMUSG00000038803,10.74,10.01,Ost4
ENSMUSG00000041084,10.93,13.07,Ostc
ENSMUSG00000038280,2.05,8.95,Ostm1
ENSMUSG00000024767,8.19,10.98,Otub1
ENSMUSG00000040550,6.94,9.67,Otud6b
ENSMUSG00000056069,6.46,9.4,Otulinl
ENSMUSG00000022186,9.43,10.63,Oxct1
ENSMUSG00000022307,8.74,10.47,Oxr1
ENSMUSG00000019916,5.96,8.92,P4ha1
ENSMUSG00000025130,4.71,9.6,P4hb
ENSMUSG00000006675,7.04,8.52,P4htm
ENSMUSG00000025364,5.75,7.38,Pa2g4
ENSMUSG00000022283,5.65,7.76,Pabpc1
ENSMUSG00000011257,6.03,7.54,Pabpc4
ENSMUSG00000026627,4.9,9.14,Pacc1
ENSMUSG00000040276,6.21,10.43,Pacsin1
ENSMUSG00000003437,5.77,11,Paf1
ENSMUSG00000020745,10.14,10.65,Pafah1b1
ENSMUSG00000003131,12.4,12.1,Pafah1b2
ENSMUSG00000005447,10.62,10.59,Pafah1b3
ENSMUSG00000029247,4.37,9.82,Paics
ENSMUSG00000025451,7.33,10.67,Paip1
ENSMUSG00000037058,14.66,14.47,Paip2
ENSMUSG00000045896,6.84,9.63,Paip2b
ENSMUSG00000030774,11.23,9.59,Pak1
ENSMUSG00000038683,4.05,11.38,Pak1ip1
ENSMUSG00000031284,11.77,13.54,Pak3
ENSMUSG00000026335,5.38,10.88,Pam
ENSMUSG00000014301,11.73,10.59,Pam16
ENSMUSG00000037514,4.19,8.19,Pank2
ENSMUSG00000029056,3.18,7.15,Pank4
ENSMUSG00000031934,3.32,7.62,Panx1
ENSMUSG00000021111,10.22,11.55,Papola
ENSMUSG00000028032,4.13,7.17,Papss1
ENSMUSG00000005699,4.67,8.08,Pard6a
ENSMUSG00000028964,13.64,13.65,Park7
ENSMUSG00000033918,9.83,11.22,Parl
ENSMUSG00000034981,2.53,9.65,Parm1
ENSMUSG00000025237,8.05,7.95,Parp6
ENSMUSG00000031226,11.48,10.02,Pbdc1
ENSMUSG00000042323,10.02,10.73,Pbrm1
ENSMUSG00000052534,5.43,7.84,Pbx1
ENSMUSG00000031860,10.92,7.64,Pbx4
ENSMUSG00000020098,11.67,11.85,Pcbd1
ENSMUSG00000021496,9.35,10.39,Pcbd2
ENSMUSG00000051695,10.58,11.03,Pcbp1
ENSMUSG00000056851,4.59,9.6,Pcbp2
ENSMUSG00000049100,6.84,10.58,Pcdh10
ENSMUSG00000034755,3.93,8.12,Pcdh11x
ENSMUSG00000035566,11.79,10.39,Pcdh17
ENSMUSG00000051323,5.02,10.45,Pcdh19
ENSMUSG00000050505,0.14,9.3,Pcdh20
ENSMUSG00000029108,7.27,10.39,Pcdh7
ENSMUSG00000036422,1.82,7.31,Pcdh8
ENSMUSG00000055421,8.19,10.89,Pcdh9
ENSMUSG00000069678,5.73,8.27,Pcgf1
ENSMUSG00000018537,5.1,7.72,Pcgf2
ENSMUSG00000033623,1.65,7.01,Pcgf3
ENSMUSG00000039849,7.46,10.41,Pcif1
ENSMUSG00000061601,6.28,7.89,Pclo
ENSMUSG00000031592,4.47,8.85,Pcm1
ENSMUSG00000019795,13.13,13.56,Pcmt1
ENSMUSG00000051285,3.26,8.76,Pcmtd1
ENSMUSG00000027589,4.64,8.42,Pcmtd2
ENSMUSG00000027342,10.63,10.1,Pcna
ENSMUSG00000067608,7.71,7.78,Pcna-ps2
ENSMUSG00000071533,11.75,11.4,Pcnp
ENSMUSG00000034501,3.27,8.88,Pcnx4
ENSMUSG00000090223,14.09,10.85,Pcp4
ENSMUSG00000021587,1.49,11.42,Pcsk1
ENSMUSG00000039278,11.75,11.38,Pcsk1n
ENSMUSG00000029998,7.76,8.24,Pcyox1
ENSMUSG00000025137,3.23,7.76,Pcyt2
ENSMUSG00000029623,10.59,9.94,Pdap1
ENSMUSG00000027835,10.02,11.9,Pdcd10
ENSMUSG00000002635,3.65,7.87,Pdcd2l
ENSMUSG00000024975,11.39,12.06,Pdcd4
ENSMUSG00000030417,12.77,12.17,Pdcd5
ENSMUSG00000102824,11.35,10.76,Pdcd5-ps
ENSMUSG00000021576,9.46,11.61,Pdcd6
ENSMUSG00000009030,1.47,8.36,Pdcl
ENSMUSG00000026078,9.64,11.66,Pdcl3
ENSMUSG00000023868,3.36,7.82,Pde10a
ENSMUSG00000028525,3.39,10.57,Pde4b
ENSMUSG00000038170,4.75,8.53,Pde4dip
ENSMUSG00000026239,6.04,11.93,Pde6d
ENSMUSG00000025856,3.33,8.87,Pdgfa
ENSMUSG00000031299,7.75,8.72,Pdha1
ENSMUSG00000021748,12.18,12.86,Pdhb
ENSMUSG00000010914,8.46,7.17,Pdhx
ENSMUSG00000027248,12.56,13.97,Pdia3
ENSMUSG00000025823,5.58,10.23,Pdia4
ENSMUSG00000020571,9.14,13.17,Pdia6
ENSMUSG00000021493,12.11,10.35,Pdlim7
ENSMUSG00000049225,5.01,8.66,Pdp1
ENSMUSG00000027472,7.3,11.56,Pdrg1
ENSMUSG00000034021,7.34,7.15,Pds5b
ENSMUSG00000022680,2.58,8.85,Pdxdc1
ENSMUSG00000032788,3.93,7.07,Pdxk
ENSMUSG00000027400,10.69,12.87,Pdyn
ENSMUSG00000015668,9.94,11.07,Pdzd11
ENSMUSG00000074746,5.22,7.45,Pdzd8
ENSMUSG00000013698,11.88,12.57,Pea15a
ENSMUSG00000032959,10,9.62,Pebp1
ENSMUSG00000028779,2.4,7.35,Pef1
ENSMUSG00000106847,6.55,7.63,Peg13
ENSMUSG00000002265,13.99,13.1,Peg3
ENSMUSG00000020134,3.41,11.62,Peli1
ENSMUSG00000063931,5.58,10.67,Pepd
ENSMUSG00000020430,3.43,7.01,Pes1
ENSMUSG00000087687,12.87,11.3,Pet100
ENSMUSG00000028102,6.58,9.53,Pex11b
ENSMUSG00000020283,8.86,11.12,Pex13
ENSMUSG00000003464,4.08,7.73,Pex19
ENSMUSG00000040374,7.37,10.37,Pex2
ENSMUSG00000020003,5.7,10.31,Pex7
ENSMUSG00000024346,13.78,12.83,Pfdn1
ENSMUSG00000006412,13.89,13.46,Pfdn2
ENSMUSG00000052033,12.29,11.95,Pfdn4
ENSMUSG00000001289,12.35,11.5,Pfdn5
ENSMUSG00000024309,12.41,12.07,Pfdn6
ENSMUSG00000020277,7.44,9.36,Pfkl
ENSMUSG00000033065,7.76,8.77,Pfkm
ENSMUSG00000021196,6.92,10.54,Pfkp
ENSMUSG00000018293,12.05,13.44,Pfn1
ENSMUSG00000027805,11.36,11.66,Pfn2
ENSMUSG00000011752,8.56,9.71,Pgam1
ENSMUSG00000028961,2.45,7.62,Pgd
ENSMUSG00000062070,9.28,11.44,Pgk1
ENSMUSG00000031807,6.83,7.23,Pgls
ENSMUSG00000025791,5.9,9.95,Pgm1
ENSMUSG00000056131,4.55,8.65,Pgm3
ENSMUSG00000043445,10.18,12.12,Pgp
ENSMUSG00000031870,4.78,8.14,Pgr
ENSMUSG00000006373,13.34,16.32,Pgrmc1
ENSMUSG00000049940,7.79,8.65,Pgrmc2
ENSMUSG00000017715,4.03,8.62,Pgs1
ENSMUSG00000027525,5,10.5,Phactr3
ENSMUSG00000008301,11.98,11.17,Phax
ENSMUSG00000038845,11.9,11.92,Phb
ENSMUSG00000004264,3.88,9.4,Phb2
ENSMUSG00000029629,7.29,8.81,Phf14
ENSMUSG00000038116,5.74,8.1,Phf20
ENSMUSG00000072501,6.47,9.64,Phf20l1
ENSMUSG00000061360,8.09,10.04,Phf5a
ENSMUSG00000025626,3.23,8.84,Phf6
ENSMUSG00000032253,2.25,8.7,Phip
ENSMUSG00000030815,3.52,7.84,Phkg2
ENSMUSG00000027088,6.29,10.83,Phospho2
ENSMUSG00000036504,10.28,8.35,Phpt1
ENSMUSG00000058388,1.47,8.2,Phtf1
ENSMUSG00000026664,12.46,10.63,Phyh
ENSMUSG00000037747,7.55,10.4,Phyhipl
ENSMUSG00000041720,7.6,7.39,Pi4ka
ENSMUSG00000030329,5.78,8.29,Pianp
ENSMUSG00000032405,6.64,9.54,Pias1
ENSMUSG00000025423,8.95,8.53,Pias2
ENSMUSG00000068206,1.39,7.13,Pick1
ENSMUSG00000098332,11.8,10.53,Pigbos1
ENSMUSG00000024145,4.96,9.02,Pigf
ENSMUSG00000039047,9.11,11.8,Pigk
ENSMUSG00000022940,11.28,11.61,Pigp
ENSMUSG00000041958,5.06,7.74,Pigs
ENSMUSG00000023791,11.57,11.17,Pigx
ENSMUSG00000010607,12.09,11.14,Pigyl
ENSMUSG00000041417,4.67,8.66,Pik3r1
ENSMUSG00000028698,5.35,7.29,Pik3r3
ENSMUSG00000032171,9.86,13.4,Pin1
ENSMUSG00000079480,10.41,8.57,Pin4
ENSMUSG00000028756,9,8.62,Pink1
ENSMUSG00000035953,4.39,9.66,Pip4p1
ENSMUSG00000028221,6.46,9.4,Pip4p2
ENSMUSG00000023452,8.63,9.1,Pisd
ENSMUSG00000082286,7.81,9.15,Pisd-ps1
ENSMUSG00000028669,9.54,11.83,Pithd1
ENSMUSG00000017781,12.6,13.08,Pitpna
ENSMUSG00000050017,7.24,9.06,Pitpnb
ENSMUSG00000024851,3.35,8.15,Pitpnm1
ENSMUSG00000034403,9.75,13.12,Pja1
ENSMUSG00000024083,10.57,12.39,Pja2
ENSMUSG00000027499,9.19,8.58,Pkia
ENSMUSG00000035268,9.2,9.94,Pkig
ENSMUSG00000032294,11.2,12.35,Pkm
ENSMUSG00000004591,3.41,7.63,Pkn2
ENSMUSG00000026991,6.12,7.03,Pkp4
ENSMUSG00000027999,9.63,10.61,Pla2g12a
ENSMUSG00000028577,3.28,7.59,Plaa
ENSMUSG00000049148,6.54,8.63,Plcxd3
ENSMUSG00000003363,11.12,12.61,Pld3
ENSMUSG00000002733,7.93,7.21,Plekha3
ENSMUSG00000030701,10.21,11.78,Plekhb1
ENSMUSG00000026123,10.18,11.55,Plekhb2
ENSMUSG00000035278,5.46,11.2,Plekhj1
ENSMUSG00000021701,3.6,8.57,Plk2
ENSMUSG00000031485,9.13,9.83,Plpbp
ENSMUSG00000021759,6.09,10.81,Plpp1
ENSMUSG00000031570,3.2,9.27,Plpp5
ENSMUSG00000035835,4.03,7.97,Plppr3
ENSMUSG00000044667,8.95,9.52,Plppr4
ENSMUSG00000027998,5.76,9.94,Plrg1
ENSMUSG00000016382,8.97,7.66,Pls3
ENSMUSG00000074785,6.28,9.05,Plxnc1
ENSMUSG00000022474,9.58,11,Pmm1
ENSMUSG00000026926,7.15,9.11,Pmpca
ENSMUSG00000029017,3.75,9.41,Pmpcb
ENSMUSG00000027952,6.14,11.36,Pmvk
ENSMUSG00000002012,12.62,13.03,Pnck
ENSMUSG00000028248,9.97,9.13,Pnisr
ENSMUSG00000026179,10.1,9.48,Pnkd
ENSMUSG00000046204,5,7.82,Pnma2
ENSMUSG00000041141,9.66,11.61,Pnmal1
ENSMUSG00000070802,11.15,10.84,Pnmal2
ENSMUSG00000020994,4.02,8.36,Pnn
ENSMUSG00000020116,7.77,9.71,Pno1
ENSMUSG00000036257,5.52,10.88,Pnpla8
ENSMUSG00000040128,5.9,11.19,Pnrc1
ENSMUSG00000028675,6.8,10.79,Pnrc2
ENSMUSG00000021671,2.67,7.07,Poc5
ENSMUSG00000033152,6.22,7.02,Podxl2
ENSMUSG00000020260,5.18,7.98,Pofut2
ENSMUSG00000034064,5.13,10.08,Poglut1
ENSMUSG00000031536,3.5,9.69,Polb
ENSMUSG00000001100,5.47,8.39,Poldip2
ENSMUSG00000030042,4.85,7.29,Pole4
ENSMUSG00000067148,5.14,7.59,Polr1c
ENSMUSG00000029642,8.59,9.41,Polr1d
ENSMUSG00000029250,6.27,9.42,Polr2b
ENSMUSG00000031783,9.17,11.25,Polr2c
ENSMUSG00000024258,7.53,9.83,Polr2d
ENSMUSG00000004667,5.94,9.53,Polr2e
ENSMUSG00000033020,12.13,11.44,Polr2f
ENSMUSG00000071662,13.32,12.93,Polr2g
ENSMUSG00000021018,8.36,7.51,Polr2h
ENSMUSG00000019738,8.82,8.69,Polr2i
ENSMUSG00000039771,12.32,11.62,Polr2j
ENSMUSG00000045996,11.62,11,Polr2k
ENSMUSG00000038489,9.31,8.81,Polr2l
ENSMUSG00000032199,10.47,10.35,Polr2m
ENSMUSG00000000776,4.7,7.85,Polr3d
ENSMUSG00000028104,4.68,7.53,Polr3gl
ENSMUSG00000022476,6.3,9,Polr3h
ENSMUSG00000038628,12.12,12.14,Polr3k
ENSMUSG00000020660,10.45,8.12,Pomc
ENSMUSG00000028700,7.24,7.14,Pomgnt1
ENSMUSG00000066235,5.38,9.62,Pomgnt2
ENSMUSG00000029649,15.12,14,Pomp
ENSMUSG00000030423,7.83,7.88,Pop4
ENSMUSG00000060152,12.63,10.96,Pop5
ENSMUSG00000029715,11.26,10.62,Pop7
ENSMUSG00000020089,12.2,12.48,Ppa1
ENSMUSG00000028013,5.56,9.13,Ppa2
ENSMUSG00000028636,5.59,9.24,Ppcs
ENSMUSG00000016344,7.34,9.51,Ppdpf
ENSMUSG00000071866,13.06,13.15,Ppia
ENSMUSG00000027804,11.34,11.13,Ppid
ENSMUSG00000028651,5.18,7.17,Ppie
ENSMUSG00000042133,10.21,11.21,Ppig
ENSMUSG00000022771,6.02,9.03,Ppil2
ENSMUSG00000026035,6.3,9.51,Ppil3
ENSMUSG00000015757,6.95,10.64,Ppil4
ENSMUSG00000021096,9.23,9.44,Ppm1a
ENSMUSG00000061130,7.8,9.65,Ppm1b
ENSMUSG00000037826,3.76,7.29,Ppm1k
ENSMUSG00000030718,6.74,7.59,Ppme1
ENSMUSG00000040385,10.52,12.65,Ppp1ca
ENSMUSG00000014956,10.53,11.49,Ppp1cb
ENSMUSG00000004455,7.27,9.86,Ppp1cc
ENSMUSG00000004455,7.27,9.86,Ppp1cc
ENSMUSG00000036398,13.09,12.62,Ppp1r11
ENSMUSG00000019907,6.95,8.91,Ppp1r12a
ENSMUSG00000019254,4.82,7.89,Ppp1r12c
ENSMUSG00000021285,3.71,8.31,Ppp1r13b
ENSMUSG00000040435,3.59,8.53,Ppp1r15a
ENSMUSG00000022490,12.36,10.68,Ppp1r1a
ENSMUSG00000047714,3.64,10.21,Ppp1r2
ENSMUSG00000034709,4.55,7.42,Ppp1r21
ENSMUSG00000029725,4.67,9.9,Ppp1r35
ENSMUSG00000026275,9.26,8.18,Ppp1r7
ENSMUSG00000028882,3.49,7.01,Ppp1r8
ENSMUSG00000032827,6.31,8.98,Ppp1r9a
ENSMUSG00000020349,13.14,13.79,Ppp2ca
ENSMUSG00000009630,8.39,9.59,Ppp2cb
ENSMUSG00000007564,7.74,11.33,Ppp2r1a
ENSMUSG00000022052,5.86,9.65,Ppp2r2a
ENSMUSG00000024500,5.76,9.36,Ppp2r2b
ENSMUSG00000029120,6.74,8.89,Ppp2r2c
ENSMUSG00000041769,11.39,11.11,Ppp2r2d
ENSMUSG00000021022,8.2,8.51,Ppp2r3c
ENSMUSG00000017843,5.81,8.92,Ppp2r5c
ENSMUSG00000021051,8.62,8.16,Ppp2r5e
ENSMUSG00000028161,11.81,13.01,Ppp3ca
ENSMUSG00000021816,4.21,10.22,Ppp3cb
ENSMUSG00000033953,9.22,11.03,Ppp3r1
ENSMUSG00000030697,6.52,10.56,Ppp4c
ENSMUSG00000041846,0.33,7.33,Ppp4r3a
ENSMUSG00000020463,8.34,8.84,Ppp4r3b
ENSMUSG00000003099,5.14,9.4,Ppp5c
ENSMUSG00000026753,5.3,8.98,Ppp6c
ENSMUSG00000028657,9.07,10.69,Ppt1
ENSMUSG00000031157,9.52,11.96,Pqbp1
ENSMUSG00000031149,5.82,7.96,Praf2
ENSMUSG00000028691,13.61,13.91,Prdx1
ENSMUSG00000005161,11.6,13.2,Prdx2
ENSMUSG00000082431,6.4,7.36,Prdx2-ps1
ENSMUSG00000024997,10.18,10.68,Prdx3
ENSMUSG00000025289,9.31,9.66,Prdx4
ENSMUSG00000024953,12.5,12.61,Prdx5
ENSMUSG00000026701,9.36,11.5,Prdx6
ENSMUSG00000045302,5.73,8.45,Preb
ENSMUSG00000021486,6.45,9.5,Prelid1
ENSMUSG00000016257,7.38,10.63,Prelid3b
ENSMUSG00000024127,7.22,9.45,Prepl
ENSMUSG00000005469,7.82,9.23,Prkaca
ENSMUSG00000005034,11.39,12.32,Prkacb
ENSMUSG00000028944,4.22,8.75,Prkag2
ENSMUSG00000020612,13.1,14.52,Prkar1a
ENSMUSG00000025855,12.13,10.73,Prkar1b
ENSMUSG00000032601,4.91,8.93,Prkar2a
ENSMUSG00000002997,7.74,7.52,Prkar2b
ENSMUSG00000052889,4.84,7.6,Prkcb
ENSMUSG00000045038,8.26,8.36,Prkce
ENSMUSG00000003402,4.92,8.26,Prkcsh
ENSMUSG00000002731,6.37,9.15,Prkra
ENSMUSG00000039737,8.62,10.26,Prkrip1
ENSMUSG00000005268,4.31,12.22,Prlr
ENSMUSG00000020230,12.03,11.91,Prmt2
ENSMUSG00000023110,4.57,7.92,Prmt5
ENSMUSG00000060098,5.38,7.33,Prmt7
ENSMUSG00000079037,11.66,13.47,Prnp
ENSMUSG00000032673,9.11,10.67,Prorsd1
ENSMUSG00000039449,5.53,7.18,Prpf18
ENSMUSG00000008373,7.71,8.69,Prpf31
ENSMUSG00000063800,3.51,8.36,Prpf38a
ENSMUSG00000027881,4.72,7.64,Prpf38b
ENSMUSG00000035597,6.52,8.66,Prpf39
ENSMUSG00000061136,4.2,9.97,Prpf40a
ENSMUSG00000021413,6.66,8.77,Prpf4b
ENSMUSG00000002455,7.47,9.68,Prpf6
ENSMUSG00000020850,4.39,7.42,Prpf8
ENSMUSG00000031432,9.54,12.08,Prps1
ENSMUSG00000079104,5.05,7.71,Prps1l3
ENSMUSG00000015869,3.73,11.07,Prpsap1
ENSMUSG00000020528,3.4,8.9,Prpsap2
ENSMUSG00000023048,10.94,12.62,Prr13
ENSMUSG00000030822,0,7.4,Prr14
ENSMUSG00000038500,2.88,7.87,Prr3
ENSMUSG00000039262,9.63,8.81,Prrc2b
ENSMUSG00000040225,8.75,11.81,Prrc2c
ENSMUSG00000015476,4.45,8.55,Prrt1
ENSMUSG00000039126,6.97,8.13,Prune2
ENSMUSG00000021792,11.24,10.25,Prxl2a
ENSMUSG00000029059,7.63,8.46,Prxl2b
ENSMUSG00000004207,10.42,10.65,Psap
ENSMUSG00000037126,3.37,7.12,Psd
ENSMUSG00000024347,1.66,7.79,Psd2
ENSMUSG00000019969,3.41,7.18,Psen1
ENSMUSG00000036835,11.33,10.54,Psenen
ENSMUSG00000028484,13.95,13.48,Psip1
ENSMUSG00000030751,12.28,13.29,Psma1
ENSMUSG00000015671,13.39,13.75,Psma2
ENSMUSG00000060073,13.04,13.2,Psma3
ENSMUSG00000032301,10.37,10.7,Psma4
ENSMUSG00000068749,12.24,12.69,Psma5
ENSMUSG00000050490,8.28,9.01,Psma5-ps
ENSMUSG00000021024,12.94,13.45,Psma6
ENSMUSG00000027566,13.46,13.97,Psma7
ENSMUSG00000014769,14.68,14.35,Psmb1
ENSMUSG00000031897,11.36,10.32,Psmb10
ENSMUSG00000028837,12.87,13.38,Psmb2
ENSMUSG00000069744,12.38,12.9,Psmb3
ENSMUSG00000005779,13.23,13.15,Psmb4
ENSMUSG00000022193,9.68,10.24,Psmb5
ENSMUSG00000018286,14.3,14.17,Psmb6
ENSMUSG00000100222,9.32,9.16,Psmb6-ps2
ENSMUSG00000026750,9.63,10.53,Psmb7
ENSMUSG00000021178,12.66,12.87,Psmc1
ENSMUSG00000028932,12.72,13.6,Psmc2
ENSMUSG00000002102,8.24,12.48,Psmc3
ENSMUSG00000030603,12.45,13.17,Psmc4
ENSMUSG00000020708,13.2,14,Psmc5
ENSMUSG00000021832,9.98,11.11,Psmc6
ENSMUSG00000026229,8.52,12.44,Psmd1
ENSMUSG00000031429,9.45,11.37,Psmd10
ENSMUSG00000017428,11.72,12.01,Psmd11
ENSMUSG00000020720,12.66,12.96,Psmd12
ENSMUSG00000025487,9.12,9.16,Psmd13
ENSMUSG00000026914,10.9,13.55,Psmd14
ENSMUSG00000006998,8.07,10.5,Psmd2
ENSMUSG00000017221,5.88,9.77,Psmd3
ENSMUSG00000005625,12.71,13.39,Psmd4
ENSMUSG00000026869,9.27,10.47,Psmd5
ENSMUSG00000021737,8.27,12.28,Psmd6
ENSMUSG00000039067,12.53,13.05,Psmd7
ENSMUSG00000030591,10.16,10.55,Psmd8
ENSMUSG00000022216,7.61,10.51,Psme1
ENSMUSG00000079197,12.85,12.08,Psme2
ENSMUSG00000078153,10.86,10.09,Psme2b
ENSMUSG00000078652,7.47,9.47,Psme3
ENSMUSG00000032869,7.33,10.92,Psmf1
ENSMUSG00000022913,8.38,8.8,Psmg1
ENSMUSG00000024537,7.22,11.27,Psmg2
ENSMUSG00000071451,8.77,10,Psmg4
ENSMUSG00000021938,3.96,8.58,Pspc1
ENSMUSG00000063179,8.63,9.75,Pstk
ENSMUSG00000028134,3.65,9.46,Ptbp2
ENSMUSG00000021650,6.8,8.72,Ptcd2
ENSMUSG00000063884,9.07,10.37,Ptcd3
ENSMUSG00000041552,0,7.14,Ptchd1
ENSMUSG00000021518,6.16,8.8,Ptdss1
ENSMUSG00000013663,7.52,8.73,Pten
ENSMUSG00000015090,3.78,7.79,Ptgds
ENSMUSG00000026820,5.29,8.05,Ptges2
ENSMUSG00000071072,10.47,10.65,Ptges3
ENSMUSG00000072946,4.24,8.52,Ptgr2
ENSMUSG00000026238,8.84,10.37,Ptma
ENSMUSG00000030122,6.89,8.35,Ptms
ENSMUSG00000038502,8.45,10.64,Ptov1
ENSMUSG00000026064,6.13,7.92,Ptp4a1
ENSMUSG00000028788,7.76,9.99,Ptp4a2
ENSMUSG00000038042,1.55,7.22,Ptpdc1
ENSMUSG00000063235,8.77,8.54,Ptpmt1
ENSMUSG00000028771,4.87,7.4,Ptpn12
ENSMUSG00000030854,9.59,10.23,Ptpn5
ENSMUSG00000027303,5.98,9.62,Ptpra
ENSMUSG00000028399,4.62,7.34,Ptprd
ENSMUSG00000021745,6.64,9.34,Ptprg
